title_normalized,price_quetzales,square_meters,rooms,parking,baths,location_normalized,description_normalized
casa en zona 16,1345000,123,3,2,1,zona 16,- area de construccion 123 58 m2 - medidas del terreno 6 5 m x 14 m primer nivel - sala - comedor - cocina con gabinetes nuevos - bano de visitas - dormitorio de servicio con bano - area de lavanderia y patio techado con pila - jardin delantero pequeno - cisterna - bomba hidraulica - 2 parqueos segundo nivel - 3 dormitorios - 1 bano completo - terraza con acceso por 2 dormitorios precio de venta q1 345 000 impuestos mantenimiento q375 incluye seguridad y garita informacion general codigo 245859
apartamento en renta y venta en zona 14,1443000,102,2,2,2,zona 14,apto mide 101 71 m2 parqueos 12 1009 mt2 c u habitacion principal con w closet 2 habitaciones 2 banos completos sala comedor 2 parqueos cocina lavanderia linea blanca 2 balcones con bonita vista 2 parqueos los parqueos estan uno a la par del otro amenidades salon social area de churrasco social gimnasio dos areas para ninos precio de renta 900 00 incluido mantenimiento para tener un pequeno margen de negociacion iva precio de venta 185 000 incluida comision y considerando margen de negociacion iva iusi cada parqueo paga q64 50 el apto = q821 25 la cuota de mantenimiento del apto es de q1 276 04 eb pn9379
apartamentos en zona 1 opcion 2,929970,56,2,1,1,zona 1,amenidades - terrazas - gimnasio - area verde - salon social - area de juegos apartamentos - area de apartamento 52 m2 y 62 m2 - sala comedor - cocina - opciones con balcon - 2 dormitorios con closet - 1 bano - 1 y 2 parqueos precio de venta desde q929 970 hasta q1 147 206 incluye impuestos fecha de entrega mediados del 2025 enganche 15 informacion general codigo 225663
apartamentos avenik z 15 en venta,1092000,70,1,2,1,zona 15,excelente para inversion precio de venta 140 000 00 incluye impuestos ambientes sala comedor dormitorio walking closet closet de linos calentador lavanderia lavadora secadora con closet servicio sanitario - ducha con puerta de vidrio templado cocina con electrodomesticos 2 estacionamientos en s3 102 y 98 1 bodega en s3 8 13 mts2 cuota mantenimiento q 1 100 mes iusi trimestral q 1 420 97 amenidades terraza gimnasio sky lounge business center terraza para bbc pet garden area para socializar bar
airali zona 10 apartamento en venta,1950000,92,2,1,2,zona 10,en el corazon de zona 10 edificio airali apartamento en venta excelente te inversion 92 mts de construccion 2 habitaciones mas un estudio 2 banos completos uno con regadora y el otro con tina 1 parqueo 1 bodega balcon edificio cuenta con parqueo de visitas recepcion lobby pet friendly area de mascotas piscina gimnasio business center juegos infantiles area de firepit lobby con areas de conveniencia mini super salon de belleza restaurantes cercanos permiten airbnb no intermediarios solicitar fotos solamente interesados por favor
apartamento en zona 1,950000,62,3,1,1,zona 1,edificio - area social e infantil apartamento - area de apartamento 62 m2 - sala comedor - cocina con mueble de cocina y estufa - 3 dormitorios con closet - bano - lavadora secadora - 1 bodega - 1 parqueo precio de venta q950 000 poco negociable informacion general codigo 245201
apartamento en venta en zona 13 ref 4005,975000,35,1,1,1,guatemala city,apartamento en venta z 13 narama descripcion 1 habitacion tipo studio apto 35 48 m2 1 parqueo 12 5 m2 1 bano calentador estufa refrigerador cocina precio de venta 125 000
vendo casa de 2 niveles en san cristobal ref 4006,1500000,8,5,2,3,guatemala city,casa en venta san cristobal direccion balcones 2 san cristobal terreno 7 50 x33 mts descrpcion cas de 2 niveles 4 habitaciones cada una con bano sala comedor cocina area de lavanderia habitacion de servicio con servicio sanitario porton electrico techado 2 carros rotoplas enterrado y bomba de agua 330 mts2 de construccion mantenimiento q290 desglozado asi agua q235 basura q55 precio q 1 500 000 00
vendo casa en valle del atlantico km 10 5,1400000,480,6,2,2,zona 18,casa de 3 niveles dentro de garita terrero de 8 x20 primer nivel 4 parqueos 2 techados cisterna y bomba hidraulica 2 depositos de agua en area de terraza rotoplast piso de porcelanato en toda la casa de alta calidad rieles con cortina calentadores electricos en duchas lamparas ambientes sala y comedor amplios cocina con gabinetes de madera solida y piedra de granito 1 estudio o habitacion 1 cuarto de alacena o bodeguita bano de visitas 2 patios patio techado doble altura con pila y mueble con top de granito patio trasero con pergola de metal segundo nivel sala familiar bodega 4 habitaciones amplias 1 habitacion principal con wc bano completo privado 3 habitaciones comparten bano con ducha nivel 3 lavanderia amplia con pila plastica instalacion para 2 lavadoras y 1 secadora colgadores para tender pergola de metal terraza amplia precio 1 400 000
apartamento en zona 10,1950000,127,3,2,2,zona 10,amenidades - salon social - salon social - business center - lounge - area para mascota - gimnasio - camineria - churrasquera - puesto de visitante - parque infantil apartamento - area de construccion total 127 9 m2 - area de apartamento 91 9 m2 - area de parqueo 26 m2 - area de bodega 10 m2 - vista a los volcanes - ubicado en nivel alto - sala comedor cocina - linea blanca - 3 dormitorios - 2 banos - 1 bodega - 2 parqueo sotano precio de venta 250 000 mantenimiento q1 200 incluye seguridad y limpieza de areas comunes informacion general codigo 184714
casa en km 16 carretera a el salvador,1885000,280,3,4,2,carretera a el salvador,- area de construccion 280 m2 - medidas del terreno 8 m x 35 m primer nivel - sala con chimenea - comedor - cocina - bano de visitas - estudio - dormitorio de servicio con bano - area de lavanderia techada - area de pergola - jardin de 8 m x 9 m - cisterna - bodega - 4 parqueos 2 techados segundo nivel - sala familiar - dormitorio principal con walk in closet bano y balcon y vista a la entrada de la casa o vista a la calle - 2 dormitorios secundarios con salida al balcon y vista al jardin - 1 bano secundario precio de venta q 1 885 000 informacion general codigo 216235
casa en venta en zona 8 de mixco,1800000,285,4,4,3,zona 8,cuenta con 285 m2 terreno 286 m2 4 habitaciones 3 5 banos estudio bodega bano de visitas amplia area de sala comedor sala familiar jardin y area de pergola amplio cuarto de servicio con bano garage techado para 2 4 vehiculos mantenimiento mensual q200 iusi trimestral q102 27 precio de venta q1 800 000 eb ph6842
casa en barcenas villa nueva,700000,10,3,1,1,villa nueva,condominio - cancha de basquetball - areas de juegos de ninos - piscina pequena para las personas que se asocian casa - medidas del terreno 6 m x 15 m primer nivel - sala comedor cocina con gabinetes - bano de visitas - patio con pila y una churrasquera - 1 parqueo segundo nivel - 1 dormitorio con bano pequena cocina abierta y un desayunador actualmente rentado - 2 dormitorios - 1 bano completo precio de venta q700 000 negociable mantenimiento q125 incluye pago de garita y limpieza de areas verdes informacion general codigo 237442
casa en venta en zona 6 de mixco,950000,150,3,3,2,mixco,la casa en venta se encuentra ubicada en zona 6 de mixco cerca de centros comerciales colegios escuelas gasolineras farmacias parques y muchos mas lugares de conveniencia en el municipio de mixco la casa cuenta con 180 mts2 de terreno y 150 mts2 de construccion distribuidos en casa apartamento que hacen de esta propiedad una opcion atractiva para una familia que requiera este tipo de configuracion y o tambien para inversion la casa cuenta con sala con chimenea comedor cocina tres habitaciones 1 bano completo lavanderia jardin trasero patio frontal estacionamientoel apartamento tiene doble altura y cuenta con sala comedor cocina 1 dormitorio con 1 2 bano 1 bano completo lavanderia bodega terraza haz tus citas llamando o escribiendo al telefono clave interna pvc 007 02 24
apartamentos en zona 12 opcion 5,924049,58,2,2,1,zona 12,edificio - jardin - lobby - pergola - rooftop - fogateros - seguridad 24 horas - area social en terraza - coffee shop para residentes apartamento - area de construccion 58 m2 - sala comedor - cocina - 2 dormitorios - 1 bano completo - bodega - 2 parqueos precio de venta q924 049 incluye impuestos codigo de propiedad 232945 contactenos pbx whatsapp
apartamento en zona 4,700000,38,1,0,1,zona 4,edificio - ingreso con huella y app - area social en terraza lavanderia comun con tokens - parqueo de bicicletas apartamento - area de construccion 38 m2 - sala comedor - cocina equipada - 1 dormitorio - 1 bano completo - calentador de agua - bodega precio de venta q700 000 mantenimiento q620 ideal inversionista codigo de propiedad 223578 contactanos pbx whatsapp
apartamentos en vista hermosa ii zona 15 opcion 2,1646385,80,3,2,2,zona 15,amenidades - piscina - parilla - gimnasio - jardin zen - coworking - juegos para ninos apartamentos - area de construccion 80 m2 - sala comedor - cocina - 3 dormitorios - 2 banos - 2 parqueos precio de venta desde 211 075 incluye impuestos enganche fraccionado desde 20 informacion general codigo 235317 contactenos pbx whatsapp
apartamento de 3 habitaciones en venta villa mariscal,1265000,92,3,2,2,guatemala city,moderno y con lindos acabados 3 habitaciones 2 banos 2 parqueos sala - comedor - cocina balcon pequeno lavanderia con pila area total 92 50 mts2 apartamento 67 54 mts2 parqueos 25 mts2 aprox gabinetes en la cocina closets en las habitaciones gabinetes en los lavamanos iluminacion con detalles modernos y elegantes excelente distribucion y ventanas grandes que contribuyen con la ventilacion e iluminacion naturalmente los parqueos estan separados por una columna para mayor amplitud ubicacion villa mariscal zona 11 cerca de centros comerciales educativos empresariales y residenciales amenidades cine sala arcade pista jogging gimnasio rooftop coworking piscina area social y comercial el edificio esta en construccion las amenidades se habilitaran paulatinamente ademas en el edificio habra supermercado torre express sarita el cafetalito entre otros coordinar visita con el contacto del anuncio clave interna pva 018 11 23
apartamento en venta en zona 10,1521000,65,1,2,1,zona 10,cuenta con 1 dormitorio 65 m2 aprox 2 parqueos 1 bodega precio de venta 195 000 00 negociable eb pl6089
apartamento amueblado en venta zona 10,1092000,55,2,1,1,zona 10,descripcion nivel alto 55 mts2 1 parqueo sala comedor cocina equipada bano completo 2 habitaciones con closet amenidades sky deck business center lavanderia gym con terraza area de jardin con jacuzzi area de juegos infantiles pet friendly cafecito en area de lobby autorizacion para airbnb precio de venta 140 000 impuestos eb pl6103
casa en venta con jardin balcones de san cristobal,1500000,330,3,5,3,mixco,amplia y con hermoso jardin 3 habitaciones estudio 3 banos completos 2 parqueos internos y hasta 3 al frente de la casa sala comedor cocina sala familiar jardin con arboles frutales terraza y balcon area de lavanderia 2 niveles construccion 330 mts2 terreno 7 5 x 33 calentador general cisterna porton electrico habitacion de servicio ampliagabinetes de cocina closet grande y bano privado en habitacion principal closets en las habitaciones secundarias bano privado en una de las habitaciones secundarias ubicacion residenciales balcones ii y iii en san cristobal garita de control cerca de parque coordinar visita con el contacto del anuncio clave interna pvc 002 07 23
apartamento amueblado en venta zona 7 museo san mateo,1100000,101,3,2,2,guatemala city,amueblado y equipado excelente distribucion iluminacion y ventilacion 3 habitaciones 2 banos 2 parqueos separados sala - comedor - cocina 2 balcones area de lavanderia area total 101 43 mts2 apartamento 76 24 mts2 parqueo uno 12 6 mts2 parqueo dos 12 50 mts2 incluye amueblado de comedor amueblado de sala camas en habitacion principal habitacion secundaria cortinas roll up en ventanas y puertas corredizas de los balcones estufa refrigeradora microondas campana extractora y lavadora secadora tv espejos en banos y lamparas decorativas ubicacion museo san mateo zona 7 ciudad guatemala gimnasio area recreativa con juegos infantiles salon social business center lobby parqueo de visitas garita y circuito cerrado de camaras restaurante con area privada coordinar visita con el contacto del anuncio clave interna pva 019 04 23
apartamento en venta con jardin torres villa linda z 7,1025000,91,3,1,2,guatemala city,con jardin amplio de 91 56 mts2 en esquina 3 habitaciones 2 banos 1 parqueo al aire libre sala - comedor - cocina area de lavanderia 91 18 mts2 de construccion 91 56 mts2 de jardinclosets amplios en las habitaciones la principal con bano privado las otras dos comparten bano gabinetes con top de granito en la cocina y lavatrastos lavanderia con pila e instalacion para lavadora y secadora calentador general de agua ambientes amplios e iluminados jardin amplio con grama y jardinera losas de concreto en techo y entrepiso puertas de mdf ventanas con marcos de aluminio blanco piso ceramico instalaciones electricas 110 220 vubicacion primer nivel de torres villa linda zona 7 ciudad de guatemala sobre anillo periferico norte garita de control circuito cerrado de camaras de seguridad terraza con juegos infantiles y area para eventos con pergola coordinar visita con el contacto del anuncio clave interna pma 013 06 23
